Benutzer,Spiel,SpielzeitInStunden,Genre,Tags
Schiller,Neverwinter,0.18,"Action, Adventure, Massively Multiplayer, RPG, Free to Play","{'Free to Play': 1907, 'MMORPG': 1209, 'RPG': 988, 'Massively Multiplayer': 918, 'Adventure': 715, 'Multiplayer': 664, 'Fantasy': 614, 'Action': 602, 'Open World': 543, 'Character Customization': 431, 'Dungeons & Dragons': 342, 'Co-op': 335, 'PvP': 280, 'Dragons': 279, 'Action RPG': 233, 'PvE': 224, 'Third Person': 220, 'Hack and Slash': 152, 'Atmospheric': 147, 'Zombies': 131}"
Schiller,SpaceEngine,0.18,"Casual, Indie, Simulation, Early Access","{'Early Access': 622, 'Open World': 565, 'Casual': 547, 'Sci-fi': 536, 'Sandbox': 507, 'Space': 414, 'Flight': 401, '3D': 394, 'Colorful': 378, 'Space Sim': 374, 'Realistic': 368, 'Education': 365, 'Science': 364, 'Simulation': 358, 'Relaxing': 357, 'Atmospheric': 351, 'Futuristic': 340, 'Indie': 330, 'Singleplayer': 318, 'Procedural Generation': 310}"
Schiller,Comedy Night,0.15,"Casual, Indie, RPG, Simulation","{'Casual': 241, 'Comedy': 239, 'Experimental': 234, 'Dark Humor': 231, 'Funny': 230, 'Dark Comedy': 223, 'Immersive Sim': 217, 'PvP': 213, 'Cute': 207, 'RPG': 198, 'Life Sim': 191, 'Character Customization': 183, 'Third Person': 177, 'Memes': 164, 'Conversation': 161, 'Atmospheric': 151, 'Co-op': 148, 'Simulation': 148, 'Online Co-Op': 144, 'Multiplayer': 138}"
Schiller,Hitman: Sniper Challenge,0.15,"Action, Adventure","{'Action': 24, 'Adventure': 22, 'Platformer': 7, '2D': 5}"
Schiller,TOXIKK,0.15,"Action, Free to Play, Indie","{'FPS': 217, 'Action': 200, 'Free to Play': 192, 'Multiplayer': 174, 'Arena Shooter': 172, 'Shooter': 163, 'Indie': 101, 'First-Person': 97, 'Fast-Paced': 86, 'Singleplayer': 81, 'Competitive': 61, 'Sci-fi': 60, 'Classic': 52, 'Open World': 39, 'Co-op': 33, 'PvP': 27, 'Parkour': 26, 'Massively Multiplayer': 22, 'Strategy': 16, 'Early Access': 15}"
Schiller,Himno,0.13,"Adventure, Casual, Indie, Free to Play","{'Free to Play': 342, 'Pixel Graphics': 336, '2D': 325, 'Platformer': 321, 'Singleplayer': 311, 'Adventure': 300, 'Multiplayer': 298, 'Procedural Generation': 285, 'Action': 281, '2D Platformer': 279, 'Fantasy': 278, 'RPG': 278, 'Rogue-like': 275, 'Action RPG': 270, 'Action Roguelike': 263, 'Action-Adventure': 257, 'Exploration': 255, 'Bullet Hell': 248, 'Rogue-lite': 244, 'Casual': 243}"
Schiller,Counter-Strike: Source,0.12,Action,"{'Shooter': 5313, 'FPS': 3186, 'Action': 3172, 'Multiplayer': 2544, 'Team-Based': 1705, 'First-Person': 1508, 'Competitive': 1362, 'Tactical': 1353, 'PvP': 1038, 'e-sports': 978, 'Military': 775, 'War': 654, 'Strategy': 527, 'Moddable': 511, 'Singleplayer': 411, 'Difficult': 396, 'Atmospheric': 307, 'Survival': 285, 'Simulation': 247, 'Sandbox': 209}"
Schiller,Explore Fushimi Inari,0.12,"Adventure, Casual, Indie, Simulation, Free to Play","{'Walking Simulator': 63, 'Free to Play': 53, 'Simulation': 49, 'Exploration': 47, 'Atmospheric': 47, 'Casual': 44, 'Adventure': 36, 'Indie': 34, 'VR': 23, 'Relaxing': 20, 'Realistic': 16, 'Beautiful': 16}"
Schiller,Until You Fall,0.12,"Action, Adventure, Indie","{'VR': 182, 'Swordplay': 169, 'Rogue-lite': 163, 'Hack and Slash': 161, 'Arcade': 153, 'Fighting': 146, 'Combat': 143, 'Action': 140, 'Soundtrack': 139, 'First-Person': 138, 'Singleplayer': 137, 'Fantasy': 131, 'Magic': 128, 'Rogue-like': 125, 'Action Roguelike': 110, 'Indie': 91, 'Adventure': 80, 'Fast-Paced': 52, 'Great Soundtrack': 44, 'Early Access': 41}"
Schiller,Cosmic Sugar VR,0.1,"Free to Play, Simulation","{'Free to Play': 29, 'Simulation': 25, 'VR': 16}"
Schiller,Ghost in the Shell: Stand Alone Complex - First Assault Online,0.08,"Adventure, RPG","{'Adventure': 63, 'RPG': 61, 'Board Game': 36, 'Co-op': 32, 'Free to Play': 6}"
Schiller,Goblin Gearshop,0.08,"Casual, Free to Play, Indie, Simulation","{'Free to Play': 36, 'Indie': 28, 'Multiplayer': 25, 'Simulation': 24, 'Casual': 23, 'Co-op': 9, 'Local Co-Op': 6, 'Crafting': 5}"
Schiller,Super Meat Boy,0.08,Indie,"{'Precision Platformer': 2106, 'Platformer': 1531, 'Difficult': 1256, 'Indie': 1195, '2D Platformer': 1182, 'Pixel Graphics': 1124, '2D': 880, 'Singleplayer': 677, 'Great Soundtrack': 659, 'Fast-Paced': 551, 'Retro': 356, 'Controller': 337, 'Unforgiving': 289, 'Gore': 269, 'Action': 233, 'Time Attack': 215, 'Funny': 209, 'Comedy': 161, 'Side Scroller': 144, 'Replay Value': 137}"
Schiller,Warframe,0.08,"Action, RPG, Free to Play","{'Free to Play': 15470, 'Action RPG': 14927, 'Looter Shooter': 14872, 'Third-Person Shooter': 14822, 'Action': 14801, 'RPG': 14778, 'Third Person': 14723, 'Character Customization': 7798, 'Massively Multiplayer': 7786, 'Online Co-Op': 7755, 'Co-op': 7674, 'Singleplayer': 7629, 'PvE': 7611, 'Sci-fi': 7609, 'Space': 7569, 'Shooter': 7564, 'Lore-Rich': 7558, 'Hack and Slash': 7547, 'Parkour': 7533, 'Ninja': 7532}"
Schiller,"Mýrdalssandur, Iceland",0.07,"Adventure, Casual, Free to Play, Indie, Simulation","{'Free to Play': 57, 'Walking Simulator': 51, 'Simulation': 44, 'Adventure': 42, 'Casual': 41, 'Indie': 39, 'VR': 37, 'Exploration': 34, 'Atmospheric': 33, 'Beautiful': 11, 'Realistic': 6, 'Nature': 6}"
Schiller,NEOTOKYO°,0.07,"Adventure, Casual","{'Adventure': 75, 'Visual Novel': 56, 'Anime': 48, 'Cyberpunk': 43, 'Choices Matter': 42, 'Story Rich': 38, 'Sexual Content': 33, 'Singleplayer': 32, 'Gore': 23, 'Violent': 23, 'Casual': 21, 'LGBTQ+': 5}"
Schiller,Dungeon Defenders II,0.05,"Action, Indie, RPG, Strategy, Free to Play","{'Multiplayer': 1510, 'Online Co-Op': 1479, 'Co-op Campaign': 1396, 'Tower Defense': 1066, 'Singleplayer': 990, 'Strategy RPG': 882, 'Survival': 871, 'Action RPG': 859, 'Building': 852, 'Character Customization': 851, 'Tactical': 850, 'Third Person': 850, 'Family Friendly': 845, 'Loot': 842, 'Fantasy': 837, 'Cartoony': 837, 'Team-Based': 830, '3D': 821, 'Colorful': 812, 'Party-Based RPG': 808}"
Schiller,SUPERHOT VR,0.05,"Action, Indie","{'VR': 267, 'Shooter': 240, 'Bullet Time': 230, 'FPS': 222, 'Puzzle': 221, 'Time Manipulation': 216, 'First-Person': 211, 'Atmospheric': 205, 'Cyberpunk': 199, 'Action': 196, 'Cinematic': 195, 'Singleplayer': 190, 'Sci-fi': 178, 'Minimalist': 177, 'Adventure': 173, 'Artificial Intelligence': 168, 'Hero Shooter': 167, 'Combat': 165, 'Old School': 163, 'Retro': 162}"
Schiller,Aircar,0.03,"Casual, Free to Play, Indie","{'Free to Play': 40, 'Casual': 28, 'VR': 27, 'Indie': 26, 'Flight': 18, 'Cyberpunk': 17, 'Relaxing': 14, 'Simulation': 6}"
Schiller,Budget Cuts,0.03,"Action, Adventure, Indie","{'Action': 120, 'Adventure': 109, 'VR': 109, 'Indie': 98, 'Stealth': 83, 'Singleplayer': 75, 'Robots': 54, 'Horror': 37, 'Colorful': 24, 'First-Person': 17, 'Psychological Horror': 14, 'FPS': 11, 'Sci-fi': 8, 'Atmospheric': 5}"
Schiller,Call of Duty: Black Ops II,0.03,Action,"{'Action': 1311, 'Multiplayer': 1240, 'FPS': 1154, 'Shooter': 826, 'First-Person': 602, 'Singleplayer': 532, 'Co-op': 512, 'War': 466, 'Online Co-Op': 418, 'Team-Based': 351, 'Futuristic': 335, 'Survival': 268, 'Controller': 228, 'Tactical': 215, 'Adventure': 213, 'Great Soundtrack': 206, 'Sci-fi': 198, 'Massively Multiplayer': 191, 'Atmospheric': 163, 'Horror': 158}"
Schiller,Cities in Motion 2,0.03,"Simulation, Strategy","{'Simulation': 251, 'Strategy': 177, 'Transportation': 155, 'Management': 153, 'City Builder': 120, 'Sandbox': 100, 'Economy': 65, 'Building': 55, 'Singleplayer': 49, 'Trains': 47, 'Multiplayer': 46, 'Co-op': 29}"
Schiller,Get Lost With Luke In Nature,0.03,"Adventure, Indie, RPG, Simulation, Early Access","{'Indie': 21, 'Early Access': 21, 'Simulation': 21, 'Adventure': 20, 'RPG': 20}"
Schiller,Skyrim Script Extender (SKSE),0.03,RPG,"{'Open World': 9953, 'RPG': 8653, 'Fantasy': 6179, 'Adventure': 5541, 'Dragons': 4808, 'Moddable': 4799, 'First-Person': 3946, 'Action': 3516, 'Medieval': 3453, 'Singleplayer': 3405, 'Magic': 3355, 'Story Rich': 2955, 'Great Soundtrack': 2819, 'Sandbox': 2500, 'Lore-Rich': 2451, 'Atmospheric': 2424, 'Character Customization': 2345, 'Action RPG': 1804, 'Third Person': 1742, 'Epic': 1539}"
Schiller,Tap Adventure: Time Travel,0.03,"Adventure, Free to Play","{'Clicker': 146, 'Free to Play': 123, 'Fantasy': 89, '2D': 84, 'Magic': 68, 'Time Travel': 67, 'Adventure': 62, 'RPG': 53, 'Dungeon Crawler': 50, 'Dark Fantasy': 39, 'Demons': 37, 'Indie': 36, 'Crafting': 32, 'Hand-drawn': 32, 'Rogue-like': 31, 'Funny': 26, 'Dark': 26, 'Gothic': 24, 'Casual': 23, 'Mouse only': 16}"
Schiller,Aftermath,0.02,"Adventure, RPG, Strategy","{'Casual': 44, 'Action': 38, 'Action RPG': 35, '2D Platformer': 32, '2.5D': 29, '2D': 23, 'Foreign': 21, 'Strategy': 20, 'Adventure': 20, 'RPG': 20, 'Singleplayer': 19}"
Schiller,Aura Kingdom,0.02,"Adventure, Casual, Free to Play, Massively Multiplayer, RPG","{'Anime': 1349, 'Free to Play': 869, 'MMORPG': 775, 'RPG': 591, 'Massively Multiplayer': 529, 'Adventure': 443, 'PvE': 388, 'Multiplayer': 384, 'Fantasy': 374, 'Open World': 352, 'Character Customization': 223, 'Action': 221, 'JRPG': 218, 'Cute': 217, 'Magic': 213, 'Third Person': 212, 'Online Co-Op': 209, 'Dungeon Crawler': 208, 'Co-op': 207, 'Exploration': 206}"
Schiller,CivIdle,0.02,"Action, Adventure, Indie","{'Action': 21, 'Adventure': 21, 'Indie': 21}"
Schiller,Company of Heroes,0.02,"Action, Strategy","{'Strategy': 271, 'World War II': 248, 'RTS': 218, 'War': 136, 'Singleplayer': 116, 'Multiplayer': 114, 'Action': 110, 'Tactical': 71, 'Military': 71, 'Violent': 58, 'Historical': 47, 'Base-Building': 40, 'Co-op': 34, 'Classic': 33, 'Real Time Tactics': 30, 'Mod': 21, 'Moddable': 18, 'Mature': 11, 'Story Rich': 10, 'Great Soundtrack': 6}"
Schiller,Crusaders of the Lost Idols,0.02,"Casual, Free to Play, Indie","{'Free to Play': 246, 'Clicker': 184, 'Casual': 109, 'Indie': 88, 'Funny': 58, 'Singleplayer': 50, 'Fantasy': 42, 'Strategy': 41, '2D': 40, 'Addictive': 34, 'Idler': 30, 'RPG': 28, 'Zombies': 24, 'Multiplayer': 21, 'Action': 15}"
Schiller,Dead or Alive 5 Last Round,0.02,Action,"{'PvP': 1505, 'Competitive': 1435, '3D Fighter': 1432, 'Arcade': 1429, 'Female Protagonist': 1425, '3D': 1420, 'Cute': 1418, 'Action': 1414, 'Anime': 1412, 'Moddable': 1408, 'Physics': 1406, 'Singleplayer': 1404, 'Sexual Content': 1399, 'Multiplayer': 1397, 'Local Multiplayer': 1394, 'Fighting': 1385, 'Free to Play': 414, 'Ninja': 372, 'Mature': 360, 'Great Soundtrack': 107}"
Schiller,Dead Space (2008),0.02,"Action, Adventure","{'Horror': 929, 'Sci-fi': 640, 'Action': 604, 'Space': 551, 'Survival Horror': 500, 'Third Person': 485, 'Atmospheric': 398, 'Singleplayer': 386, 'Third-Person Shooter': 372, 'Gore': 346, 'Shooter': 296, 'Aliens': 255, 'Dark': 221, 'Futuristic': 196, 'Story Rich': 173, 'Silent Protagonist': 161, 'Survival': 138, 'Adventure': 136, 'Zombies': 100, 'Immersive': 82}"
Schiller,Desktop+,0.02,Utilities,"{'Utilities': 36, 'VR': 20, 'Free to Play': 16, 'Software': 16, 'Indie': 12}"
Schiller,Mount & Blade,0.02,"Indie, RPG","{'RPG': 354, 'Medieval': 333, 'Open World': 266, 'Strategy': 200, 'Sandbox': 190, 'Action': 165, 'Singleplayer': 148, 'Adventure': 132, 'Third Person': 124, 'Multiplayer': 116, 'Indie': 102, 'Moddable': 96, 'Historical': 94, 'Action RPG': 90, 'Character Customization': 76, 'First-Person': 70, 'Simulation': 66, 'Replay Value': 55, 'Fantasy': 36, 'War': 18}"
Schiller,OpenTTD,0.02,"Casual, Indie, Simulation, Free to Play","{'Simulation': 302, 'Building': 288, 'Free to Play': 265, 'Sandbox': 251, 'Economy': 239, 'Management': 220, 'Trains': 216, 'Transportation': 190, 'Multiplayer': 165, 'Resource Management': 159, 'City Builder': 145, 'Moddable': 139, 'Singleplayer': 132, '2D': 129, 'Isometric': 114, 'Strategy': 106, 'Online Co-Op': 96, 'Co-op': 78, 'Casual': 75, 'Indie': 73}"
Schiller,Poly Bridge,0.02,"Indie, Simulation","{'Building': 388, 'Simulation': 307, 'Physics': 305, 'Puzzle': 290, 'Singleplayer': 207, 'Sandbox': 187, 'Difficult': 176, 'Indie': 171, 'Funny': 164, 'Family Friendly': 162, 'Level Editor': 162, 'Great Soundtrack': 161, 'Education': 159, 'Cartoon': 150, 'Crafting': 150, 'Colorful': 147, 'Cute': 146, 'Stylized': 141, 'Strategy': 139, 'Choices Matter': 132}"
Schiller,SEGA Mega Drive & Genesis Classics,0.02,"Action, Adventure, Casual, RPG","{'Classic': 190, 'Action': 172, 'Adventure': 168, 'RPG': 167, 'Retro': 163, 'Casual': 157, ""1990's"": 85, '2D': 69, 'Arcade': 64, 'Pixel Graphics': 56, 'Platformer': 53, 'Old School': 50, 'Singleplayer': 40, 'Multiplayer': 38, ""Beat 'em up"": 38, 'Great Soundtrack': 36, 'Co-op': 30, 'Local Multiplayer': 29, 'Moddable': 28, 'VR': 17}"
Schiller,Shadow Warrior,0.02,"Action, Adventure","{'Action': 755, 'FPS': 661, 'Swordplay': 507, 'Gore': 501, 'Comedy': 410, 'First-Person': 346, 'Hack and Slash': 283, 'Singleplayer': 244, 'Shooter': 243, 'Adventure': 242, 'Old School': 208, 'Ninja': 183, 'Dark Humor': 170, 'Great Soundtrack': 168, 'Demons': 160, 'Reboot': 137, 'Funny': 135, 'Remake': 132, 'Classic': 75, 'Atmospheric': 72}"
Schiller,Shuyan Saga,0.02,"Action, Adventure, Casual, Indie","{'Action': 49, 'Adventure': 47, 'Indie': 45, 'Casual': 44, 'Visual Novel': 39, '3D Fighter': 36, 'Female Protagonist': 29, 'Martial Arts': 26, 'Fighting': 16, 'Comic Book': 16, 'Fantasy': 14, 'Great Soundtrack': 13, 'Story Rich': 12, 'Narrative': 10}"
Schiller,Simply Chess,0.02,"Casual, Free to Play, Indie, Strategy","{'Chess': 122, 'Board Game': 98, 'Multiplayer': 85, 'Strategy': 82, 'Free to Play': 73, 'Casual': 63, 'Singleplayer': 49, 'Indie': 48, 'Turn-Based Strategy': 44, 'Family Friendly': 35, 'Great Soundtrack': 33, 'Tabletop': 33, 'Turn-Based': 25, 'Classic': 19}"
Schiller,Soda Dungeon,0.02,"Casual, RPG, Free to Play","{'Free to Play': 401, 'RPG': 251, 'Pixel Graphics': 184, 'Casual': 178, '2D': 142, 'Clicker': 137, 'Turn-Based': 126, 'Dungeon Crawler': 113, 'Singleplayer': 106, 'Adventure': 87, 'Fantasy': 69, 'Strategy': 63, 'Indie': 60, 'Action': 54, 'Comedy': 43, 'Turn-Based Combat': 39, 'Great Soundtrack': 35, 'Idler': 32, 'Multiplayer': 27, 'Point & Click': 20}"
Schiller,Spellsworn,0.02,"Action, Free to Play, Indie, RPG, Sports, Strategy","{'Magic': 249, 'Free to Play': 243, 'Action': 239, 'Multiplayer': 235, 'Indie': 231, 'Early Access': 222, 'Dark Fantasy': 220, 'Strategy': 216, 'Online Co-Op': 215, 'Fantasy': 207, 'MOBA': 203, 'RPG': 201, 'PvP': 201, 'Co-op': 190, 'Action RPG': 177, 'Battle Royale': 173, 'e-sports': 171, 'RTS': 156, 'Action RTS': 146, '3D': 141}"
Schiller,Starbound - Unstable,0.02,"Adventure, Indie","{'Adventure': 67, 'Platformer': 41, 'Side Scroller': 38, 'Precision Platformer': 35, 'Cute': 32, 'Pixel Graphics': 26, 'Family Friendly': 24, 'Nature': 22, 'Indie': 21, 'Physics': 20, 'Singleplayer': 18}"
Schiller,Swords and Soldiers HD,0.02,"Action, Casual, Indie, Strategy","{'Strategy': 1163, 'Indie': 83, 'Casual': 79, '2D': 59, 'Action': 57, 'Tower Defense': 48, 'Cartoony': 39, 'Side Scroller': 35, 'Multiplayer': 27, 'Vikings': 6, 'Funny': 5, 'Singleplayer': 5}"
Schiller,Team Fortress Classic,0.02,Action,"{'Action': 763, 'FPS': 327, 'Multiplayer': 277, 'Classic': 252, 'Hero Shooter': 224, 'Shooter': 221, 'Team-Based': 201, 'Class-Based': 195, 'First-Person': 186, ""1990's"": 157, 'Old School': 122, 'Co-op': 98, 'Competitive': 82, 'Fast-Paced': 72, 'Retro': 68, 'Online Co-Op': 60, 'Violent': 56, 'Funny': 39, 'Mod': 39, 'Remake': 38}"
Schiller,The Four Kings Casino and Slots,0.02,"Casual, Massively Multiplayer, Simulation, Free to Play","{'Gambling': 199, 'Free to Play': 199, 'Card Game': 188, 'Simulation': 186, 'Casual': 179, 'Massively Multiplayer': 168, 'Multiplayer': 131, 'Character Customization': 104, 'Relaxing': 96, 'Replay Value': 86, 'Open World': 84, '3D': 82, 'Indie': 81, 'Controller': 80, 'Third Person': 77, 'PvP': 77, 'PvE': 73, 'Gaming': 71, 'Early Access': 68, 'War': 37}"
Schiller,The Witness,0.02,"Adventure, Indie","{'Puzzle': 756, 'Exploration': 452, 'First-Person': 403, 'Open World': 361, 'Singleplayer': 352, 'Colorful': 301, 'Indie': 285, 'Atmospheric': 275, 'Difficult': 251, 'Walking Simulator': 239, 'Adventure': 231, 'Mystery': 129, 'Nonlinear': 128, 'Relaxing': 119, 'Philosophical': 114, 'Surreal': 89, 'Casual': 87, 'Great Soundtrack': 57, 'Story Rich': 43, 'Beautiful': 38}"
Schiller,Viking: Battle for Asgard,0.02,"Action, Adventure","{'Action': 118, 'Adventure': 94, 'Hack and Slash': 76, 'Vikings': 60, 'Singleplayer': 57, 'Third Person': 51, 'Fantasy': 51, 'Open World': 49, 'Strategy': 33, 'Mythology': 30, 'Controller': 24, 'RPG': 14, 'Gore': 12, 'Action RPG': 10, 'Co-op': 5}"
Schiller,Viscera Cleanup Detail: Shadow Warrior,0.02,"Indie, Simulation","{'Simulation': 460, 'Gore': 129, 'First-Person': 111, 'Indie': 97, 'Blood': 83, 'Action': 82, 'Comedy': 80, 'Funny': 46, 'Singleplayer': 37, 'Multiplayer': 36, 'Co-op': 23, 'Casual': 20, 'Short': 14, 'FPS': 9, 'Horror': 6}"
Schiller,World of Warships,0.02,"Action, Massively Multiplayer, Simulation, Free to Play","{'Naval Combat': 93845, 'Free to Play': 72296, 'Naval': 66096, 'World War II': 60447, 'Massively Multiplayer': 58069, 'Multiplayer': 51893, 'Action': 51460, 'Tactical': 50217, 'PvP': 50070, 'Historical': 48225, 'Military': 42911, 'Online Co-Op': 39260, 'Team-Based': 37900, 'Realistic': 36106, 'Shooter': 35948, 'Simulation': 35542, 'PvE': 34937, 'Third-Person Shooter': 33904, 'War': 33700, 'Co-op': 25223}"
Schiller,Zombie Defense,0.02,"Action, Casual, Free to Play, Indie, Strategy","{'Free to Play': 199, 'Zombies': 170, 'Tower Defense': 129, 'Strategy': 95, 'Survival': 91, 'Multiplayer': 90, 'Action': 82, 'Casual': 62, 'Indie': 57, 'Singleplayer': 56, 'Horror': 38, 'RTS': 37, 'Shooter': 36, 'Co-op': 20, 'Top-Down': 18, '2D': 6}"
Carlos,Company of Heroes 2,1559.6,Strategy,"{'Strategy': 8444, 'World War II': 1745, 'RTS': 1594, 'Multiplayer': 882, 'Tactical': 821, 'Historical': 706, 'War': 705, 'Military': 645, 'Singleplayer': 609, 'Co-op': 382, 'Online Co-Op': 354, 'Base-Building': 324, 'Tanks': 315, 'Real-Time': 305, 'Action': 288, 'Real-Time with Pause': 189, 'Atmospheric': 171, 'Simulation': 162, 'Great Soundtrack': 141, 'Adventure': 58}"
Carlos,Counter-Strike 2,1477.9,Action,"{'Action': 5473, 'FPS': 4898, 'Multiplayer': 3445, 'Shooter': 3395, 'Classic': 2822, 'Team-Based': 1896, 'First-Person': 1737, 'Competitive': 1632, 'Tactical': 1370, ""1990's"": 1231, 'e-sports': 1215, 'PvP': 907, 'Old School': 807, 'Military': 647, 'Strategy': 628, 'Survival': 312, 'Score Attack': 296, '1980s': 276, 'Assassin': 237, 'Nostalgia': 180}"
Carlos,Hearts of Iron IV,1292.7,"Simulation, Strategy","{'Strategy': 3270, 'World War II': 2606, 'Grand Strategy': 2476, 'War': 2177, 'Historical': 2144, 'Military': 1925, 'Alternate History': 1650, 'Multiplayer': 1480, 'Simulation': 1242, 'Tactical': 1197, 'Real-Time with Pause': 1086, 'Singleplayer': 1080, 'RTS': 1043, 'Diplomacy': 972, 'Sandbox': 777, 'Co-op': 715, 'Strategy RPG': 611, 'Competitive': 607, 'Open World': 589, 'Action': 571}"
Carlos,DayZ,646.8,"Action, Adventure, Massively Multiplayer","{'Survival': 15608, 'Online Co-Op': 10392, 'Open World': 10316, 'Multiplayer': 10303, 'PvP': 10285, 'Action': 10283, 'Shooter': 10281, 'Post-apocalyptic': 10272, 'Massively Multiplayer': 10263, 'Horror': 10261, 'FPS': 10255, 'Simulation': 10254, 'First-Person': 10248, 'Survival Horror': 10245, 'Sandbox': 10244, 'Adventure': 10239, 'Co-op': 10239, 'Atmospheric': 10237, 'Choose Your Own Adventure': 10236, 'Zombies': 10233}"
Carlos,Sid Meier's Civilization VI,532.7,Strategy,"{'Strategy': 3369, 'Turn-Based Strategy': 2449, 'Multiplayer': 1637, 'Historical': 1624, 'Singleplayer': 1334, 'Grand Strategy': 1325, 'Turn-Based': 1278, '4X': 1113, 'War': 1030, 'Simulation': 1005, 'City Builder': 964, 'Tactical': 770, 'Building': 569, 'Management': 564, 'Great Soundtrack': 476, 'Moddable': 459, 'Online Co-Op': 453, 'Co-op': 436, 'Hex Grid': 377, 'Atmospheric': 184}"
Carlos,Europa Universalis IV,522.5,"Simulation, Strategy","{'Grand Strategy': 2842, 'Strategy': 2784, 'Historical': 2780, 'Simulation': 2683, '4X': 2327, 'Alternate History': 2305, 'Military': 2277, 'Wargame': 2277, 'Diplomacy': 2275, 'Economy': 2270, 'Replay Value': 2259, 'Sandbox': 2215, 'Political': 2211, 'Real-Time with Pause': 2205, 'Moddable': 2134, 'Nonlinear': 2108, 'Co-op': 1396, 'Management': 1232, 'Singleplayer': 1231, 'Multiplayer': 1219}"
Carlos,RimWorld,426.5,"Indie, Simulation, Strategy","{'Colony Sim': 3837, 'Base-Building': 3734, 'Survival': 3336, 'Strategy': 2638, 'Sandbox': 2565, 'Management': 2501, 'Building': 1996, 'Simulation': 1771, 'Singleplayer': 1503, 'Moddable': 1484, 'City Builder': 1478, 'Open World': 1458, 'Procedural Generation': 1394, '2D': 1389, 'Sci-fi': 1302, 'Indie': 1276, 'Space': 1255, 'Tactical RPG': 1246, 'Western': 1166, 'Cartoony': 1160}"
Carlos,PUBG: BATTLEGROUNDS,342.1,"Action, Adventure, Massively Multiplayer, Free to Play","{'Survival': 14626, 'Shooter': 12485, 'Battle Royale': 10698, 'Multiplayer': 10655, 'FPS': 8248, 'PvP': 7599, 'Third-Person Shooter': 7206, 'Action': 5926, 'Online Co-Op': 5268, 'Tactical': 4973, 'Co-op': 4246, 'First-Person': 4004, 'Strategy': 3049, 'Early Access': 2802, 'Competitive': 2356, 'Third Person': 2305, 'Team-Based': 2019, 'Difficult': 1696, 'Simulation': 1342, 'Stealth': 1254}"
Carlos,Crusader Kings III,289.3,"RPG, Simulation, Strategy","{'Strategy': 1101, 'Simulation': 819, 'Medieval': 819, 'Grand Strategy': 815, 'RPG': 805, 'Historical': 773, 'Management': 742, 'Character Customization': 544, 'RTS': 543, 'Life Sim': 536, 'Sandbox': 524, 'Choices Matter': 518, 'War': 514, 'Singleplayer': 513, 'Economy': 493, '4X': 492, 'Moddable': 486, 'Political': 486, 'Multiplayer': 437, 'Real-Time with Pause': 419}"
Carlos,Factorio,274.9,"Casual, Indie, Simulation, Strategy","{'Automation': 4423, 'Base-Building': 4085, 'Resource Management': 3503, 'Sandbox': 2880, 'Crafting': 2615, 'Strategy': 2170, 'Multiplayer': 2043, 'Survival': 2010, 'Management': 1765, 'Open World': 1754, 'Building': 1528, 'Co-op': 1481, '2D': 1379, 'Moddable': 1280, 'Singleplayer': 1244, 'Trains': 1235, 'Simulation': 1218, 'Pixel Graphics': 1204, 'City Builder': 1196, 'Indie': 1070}"
Carlos,Stellaris,260.2,"Simulation, Strategy","{'Space': 2476, 'Grand Strategy': 2089, 'Strategy': 2078, 'Sci-fi': 2046, '4X': 1931, 'Exploration': 1895, 'Sandbox': 1879, 'Simulation': 1844, 'Multiplayer': 990, 'Singleplayer': 931, 'Real-Time with Pause': 929, 'Moddable': 919, 'Diplomacy': 881, 'Management': 876, 'Futuristic': 844, 'Military': 844, 'Replay Value': 800, 'Great Soundtrack': 776, 'Procedural Generation': 775, 'Atmospheric': 772}"
Carlos,Unturned,246.9,"Action, Adventure, Casual, Indie, Free to Play","{'Free to Play': 36798, 'Survival': 16460, 'Zombies': 15270, 'Multiplayer': 15078, 'Open World': 15011, 'Co-op': 14899, 'Sandbox': 14861, 'Crafting': 14861, 'Shooter': 14848, 'Adventure': 14830, 'Post-apocalyptic': 14824, 'First-Person': 14814, 'Singleplayer': 14802, 'Looter Shooter': 14800, 'FPS': 14799, 'Action': 14794, 'Massively Multiplayer': 14773, 'Indie': 14747, 'Atmospheric': 14746, 'Casual': 14742}"
Carlos,War Thunder,244.2,"Action, Massively Multiplayer, Simulation, Free to Play","{'Free to Play': 5879, 'Vehicular Combat': 4935, 'Combat': 4629, 'World War II': 3900, 'VR': 3851, 'Flight': 3809, 'War': 3725, 'Military': 3712, 'Tanks': 3681, 'Naval Combat': 3599, 'Simulation': 3562, 'Modern': 3538, 'Massively Multiplayer': 3532, 'Cold War': 3528, 'Action': 3516, 'Multiplayer': 3513, 'Realistic': 3511, 'Shooter': 3502, 'Third-Person Shooter': 3478, 'Third Person': 3473}"
Carlos,Age of Empires II (2013),240.8,"Simulation, Strategy","{'Strategy': 1338, 'RTS': 960, 'Base-Building': 754, 'Multiplayer': 635, 'Historical': 620, 'Resource Management': 580, 'City Builder': 545, 'War': 525, 'Simulation': 385, 'Real-Time': 366, 'Singleplayer': 366, 'Military': 294, 'Classic': 287, 'Building': 278, 'Open World': 203, 'Co-op': 197, 'Action': 187, 'Online Co-Op': 180, 'Real-Time with Pause': 165, 'Adventure': 148}"
